problem_id,title,source,domain,collection,priority,stage,status,statement_hash,metadata,created_at,updated_at,available_at,attempt_count,last_attempt_id,lease_owner,lease_token,lease_expires_at,heartbeat_at,last_error,last_result
unsolvedmath-kou-21.141,Kourovka Notebook Problem 21.141,UnsolvedMath,group_theory,backlog,-341.0,G0,parked,f68cde7368cf4d5ce244da6d6a7aed9796f2886d5e1608883447fe379edf89a8,"{""baseline_claim_kind"":""equivalence_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""00ba6cd60c41b9ac740d7fe7ce67df15083f812326170801cd76c6d30f518de7"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.141"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.141""}",2026-07-27T00:30:17.344976Z,2026-07-27T00:54:45.385151Z,2026-07-27T00:30:17.344976Z,0,,,0,,,,
unsolvedmath-kou-21.142,Kourovka Notebook Problem 21.142,UnsolvedMath,group_theory,backlog,-342.0,G0,parked,b5103e51d9d17f90437da84eb3c393e7edeff672ebb72b42616aa6a4815e4411,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""4feb39e56f7d3740c974d12d1c71618f7b16d9c14a3a693b0c6b1ed526b37091"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.142"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.142""}",2026-07-27T00:30:17.359836Z,2026-07-27T00:54:45.396036Z,2026-07-27T00:30:17.359836Z,0,,,0,,,,
unsolvedmath-kou-21.143,Kourovka Notebook Problem 21.143,UnsolvedMath,group_theory,backlog,-343.0,G0,parked,0d556814914c40cd5a2b226169dce503cff097db5aaa0c6dfac2caeec8efa67b,"{""baseline_claim_kind"":""unclassified_question"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""b6a69e6ab9070db681bfea30be698887c4d079a69346d1cd6fee76f6476fb2c8"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.143"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.143""}",2026-07-27T00:30:17.367890Z,2026-07-27T00:54:45.406514Z,2026-07-27T00:30:17.367890Z,0,,,0,,,,
unsolvedmath-kou-21.144,Kourovka Notebook Problem 21.144,UnsolvedMath,group_theory,backlog,-344.0,G0,parked,194b8da557355c8f6bdb56f2a49a60d157f065bcf0cd7b090d7965e95015889b,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""2e05041446afb95f1dde76cb1693cb7745dd312855b80e08169d6087da27da33"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.144"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.144""}",2026-07-27T00:30:17.375494Z,2026-07-27T00:54:45.416985Z,2026-07-27T00:30:17.375494Z,0,,,0,,,,
unsolvedmath-kou-21.145,Kourovka Notebook Problem 21.145,UnsolvedMath,group_theory,backlog,-345.0,G0,parked,d77cd2ca9112b8c77ee2f48aa34da2fdf097af865f911aed01876bb5c10ab02d,"{""baseline_claim_kind"":""unclassified_question"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""a0b92f01e9f2203d68e88cc46442ac977d1520e806412469f81705539c8b0e53"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.145"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.145""}",2026-07-27T00:30:17.383623Z,2026-07-27T00:54:45.427540Z,2026-07-27T00:30:17.383623Z,0,,,0,,,,
unsolvedmath-kou-21.146,Kourovka Notebook Problem 21.146,UnsolvedMath,group_theory,backlog,-346.0,G0,parked,3124d0e748db47f13af8cdac7337d07c891bf9ce5addfc3bc2545da7a7886700,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""057d140dad5ca194a049320b9cb8c16ab0b00d1c067863c1822c11d5c1b2cd4e"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.146"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.146""}",2026-07-27T00:30:17.391394Z,2026-07-27T00:54:45.438146Z,2026-07-27T00:30:17.391394Z,0,,,0,,,,
unsolvedmath-kou-21.147,Kourovka Notebook Problem 21.147,UnsolvedMath,group_theory,backlog,-347.0,G0,parked,8e42f852082384c0c8da0094507504d490acc49d2be62e2312c1b838ffadb72c,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""b88134377f2dc1b2ddf8308db933285e21bf0ed24ffa6990f6eda849c573cfa7"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.147"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.147""}",2026-07-27T00:30:17.399558Z,2026-07-27T00:54:45.448725Z,2026-07-27T00:30:17.399558Z,0,,,0,,,,
unsolvedmath-kou-21.148,Kourovka Notebook Problem 21.148,UnsolvedMath,group_theory,backlog,-348.0,G0,parked,e5c952433cd8da422f317dc14a67b8f544c49d9796ade26862b8bbf1dbc92d8b,"{""baseline_claim_kind"":""equivalence_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""ae8f806986e2d15ce3a6351790a76c8f9128db802c5043f13b8c7ccf59100fe9"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.148"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.148""}",2026-07-27T00:30:17.407624Z,2026-07-27T00:54:45.459420Z,2026-07-27T00:30:17.407624Z,0,,,0,,,,
unsolvedmath-kou-21.149,Kourovka Notebook Problem 21.149,UnsolvedMath,group_theory,backlog,-349.0,G0,parked,4399e8665a6ca7a5ca696bbd0fc0f74ba363a2b7f56d342ae1fc30a4af283c2d,"{""baseline_claim_kind"":""existence_claim"",""baseline_outcome"":null,""baseline_status"":""not_finitely_refutable"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""b79edec9c2e647e0d2a9683d245f2803cbb1f779e81d9030a5c6999afbc47221"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.149"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.149""}",2026-07-27T00:30:17.416658Z,2026-07-27T00:54:45.469886Z,2026-07-27T00:30:17.416658Z,0,,,0,,,,
unsolvedmath-kou-21.16,Kourovka Notebook Problem 21.16,UnsolvedMath,group_theory,backlog,-350.0,G0,parked,b9a0aeb7883c64c3084d5e038cca0a8c342546bd0b11a7f013dc216f6cd24c20,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""93cdaffa25a07b53a190927cbf27e9a1ee083fc754ee1638b82fc9e5b3be86c5"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.16"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.16""}",2026-07-27T00:30:17.424657Z,2026-07-27T00:54:45.480401Z,2026-07-27T00:30:17.424657Z,0,,,0,,,,
unsolvedmath-kou-21.17,Kourovka Notebook Problem 21.17,UnsolvedMath,group_theory,backlog,-351.0,G0,parked,e695e553495039fb7182984d780d3bc6fabda58496e3ff8f71a7d6c92e3b0a26,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""b05ff74b98174e00b7f633a53772766388ce1e5bee41f83deb9bde1717a30563"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.17"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.17""}",2026-07-27T00:30:17.432786Z,2026-07-27T00:54:45.490794Z,2026-07-27T00:30:17.432786Z,0,,,0,,,,
unsolvedmath-kou-21.19,Kourovka Notebook Problem 21.19,UnsolvedMath,group_theory,backlog,-352.0,G0,parked,49f89eb2ea715f1773615dffd0264c0757196ec7358d1149b76fe4e71678de01,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""1ca61ef879b5b979dc7e0d415efc05a0030b27860bc9ab9b857ff118a7af3651"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.19"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.19""}",2026-07-27T00:30:17.441123Z,2026-07-27T00:54:45.501262Z,2026-07-27T00:30:17.441123Z,0,,,0,,,,
unsolvedmath-kou-21.2,Kourovka Notebook Problem 21.2,UnsolvedMath,group_theory,backlog,-353.0,G0,parked,03bd09c6fdb37ea0a70debfed38442a98a2a49d4d8e070f70369be58f38427d3,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""19f25758ee177c669287462a5231a4eba02472835cda8da415419297a3f99b96"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.2"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.2""}",2026-07-27T00:30:17.449434Z,2026-07-27T00:54:45.511755Z,2026-07-27T00:30:17.449434Z,0,,,0,,,,
unsolvedmath-kou-21.20,Kourovka Notebook Problem 21.20,UnsolvedMath,group_theory,backlog,-354.0,G0,parked,be2ab663a0a2009077a286e88377a7b719906593f092d658e6f9b2a971cf3752,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""8faf1ebd61302639c22c2e7778252bdb7e4a158e3bbfb65440d4c1b6212d43b7"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.20"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.20""}",2026-07-27T00:30:17.457730Z,2026-07-27T00:54:45.522292Z,2026-07-27T00:30:17.457730Z,0,,,0,,,,
unsolvedmath-kou-21.21,Kourovka Notebook Problem 21.21,UnsolvedMath,group_theory,backlog,-355.0,G0,parked,45c7dc6f62f968a1cdc23b899daa411a86ede0f9ec3b71b64634225a4ed93ce0,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""bf6c0333ed64d5918c61a14ff7980a0763e00239b7c270a958c74292c7e5fbc1"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.21"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.21""}",2026-07-27T00:30:17.465829Z,2026-07-27T00:54:45.532655Z,2026-07-27T00:30:17.465829Z,0,,,0,,,,
unsolvedmath-kou-21.22,Kourovka Notebook Problem 21.22,UnsolvedMath,group_theory,backlog,-356.0,G0,parked,db873da1903ee66b06420ba544ef4918a0a8fa67688e7fdc81413a49903b876a,"{""baseline_claim_kind"":""unclassified_question"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""dd85652bbea227130fa07427ae371fac1588afd5c44ed9e10bdcd4e283b38f66"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.22"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.22""}",2026-07-27T00:30:17.473344Z,2026-07-27T00:54:45.543190Z,2026-07-27T00:30:17.473344Z,0,,,0,,,,
unsolvedmath-kou-21.23,Kourovka Notebook Problem 21.23,UnsolvedMath,group_theory,backlog,-357.0,G0,parked,011256554a9be4edce9c5ed136f2d7ef39a891155271761b0a02de82b715dd95,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""515cb0655570eadb9e496172007f2f16b5a774bfd5876070de14026e56914fbf"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.23"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.23""}",2026-07-27T00:30:17.481669Z,2026-07-27T00:54:45.553503Z,2026-07-27T00:30:17.481669Z,0,,,0,,,,
unsolvedmath-kou-21.25,Kourovka Notebook Problem 21.25,UnsolvedMath,group_theory,backlog,-358.0,G0,parked,f696c050f95e64239c701d96d3bec49d1d4376ec3a2c8e58e3dda4890230e229,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""63505cfd6262a1d014c7ab3d357b40bd4c8a6aa977ed578bf6c946d078b1dcf1"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.25"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.25""}",2026-07-27T00:30:17.489810Z,2026-07-27T00:54:45.564561Z,2026-07-27T00:30:17.489810Z,0,,,0,,,,
unsolvedmath-kou-21.26,Kourovka Notebook Problem 21.26,UnsolvedMath,group_theory,backlog,-359.0,G0,parked,98bb9963bd4f36004f58f735510e5945f7b3cd0656b16aaa38ef514317c68723,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""5e721619e9cbd0dae5ea009ec679db7f6d31eb7623c577bc5a33486455c87256"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.26"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.26""}",2026-07-27T00:30:17.497849Z,2026-07-27T00:54:45.575135Z,2026-07-27T00:30:17.497849Z,0,,,0,,,,
unsolvedmath-kou-21.27,Kourovka Notebook Problem 21.27,UnsolvedMath,group_theory,backlog,-360.0,G0,parked,a7187a459274df9efcdb54ee7a6e60e890d5606741ff7796be7e4ad350f664b2,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""aad223beb822b0d8fa68a8f30087b66ab7d98c2d81d530aacefbfc58f1b5674c"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.27"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.27""}",2026-07-27T00:30:17.506007Z,2026-07-27T00:54:45.585300Z,2026-07-27T00:30:17.506007Z,0,,,0,,,,
unsolvedmath-kou-21.28,Kourovka Notebook Problem 21.28,UnsolvedMath,group_theory,backlog,-361.0,G0,parked,88e5019541a165f18614190539d730b871612200454b2626eb21b1d6b881d510,"{""baseline_claim_kind"":""unclassified_question"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""1f3077da2cbb95d0fe7c34267ee7ef60704c2b7949db75088ee8207535243ce9"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.28"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.28""}",2026-07-27T00:30:17.514364Z,2026-07-27T00:54:45.595535Z,2026-07-27T00:30:17.514364Z,0,,,0,,,,
unsolvedmath-kou-21.29,Kourovka Notebook Problem 21.29,UnsolvedMath,group_theory,backlog,-362.0,G0,parked,60b0d1606ffb2e949e1e3a621dedd96f2624f4349b9ecb30c37ea083bcaf30d6,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""281b91a8cfad8a15dc90001a385c9fb38df9b7def336012023573791628f5643"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.29"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.29""}",2026-07-27T00:30:17.522470Z,2026-07-27T00:54:45.605790Z,2026-07-27T00:30:17.522470Z,0,,,0,,,,
unsolvedmath-kou-21.3,Kourovka Notebook Problem 21.3,UnsolvedMath,group_theory,backlog,-363.0,G0,parked,a665673598026138f67715ec29be2a819d96d8a635874d3e94a9ff0968b60870,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""c84a99e2d7f6cf3a00756f76889aad92a14d0cb21694785bd8469d749b022f6a"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.3"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.3""}",2026-07-27T00:30:17.529670Z,2026-07-27T00:54:45.616616Z,2026-07-27T00:30:17.529670Z,0,,,0,,,,
unsolvedmath-kou-21.30,Kourovka Notebook Problem 21.30,UnsolvedMath,group_theory,backlog,-364.0,G0,parked,fdd216d26b1ff15d020832d8f083ae1271d4985fbf79b9b4590b6b9c37ad8f64,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""360e35aa7cdf88de46518da20a1a1d3abae059c4dd36613d557f773e00e34178"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.30"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.30""}",2026-07-27T00:30:17.537219Z,2026-07-27T00:54:45.626986Z,2026-07-27T00:30:17.537219Z,0,,,0,,,,
unsolvedmath-kou-21.31,Kourovka Notebook Problem 21.31,UnsolvedMath,group_theory,backlog,-365.0,G0,parked,53c59946d3a94f597a46d49124d127eef63c4097d2bae0459a433d3847f811fe,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""c6bcf986b4004385bbede300137717112de729e8c059918ad0fa80fc615a26f2"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.31"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.31""}",2026-07-27T00:30:17.545020Z,2026-07-27T00:54:45.639487Z,2026-07-27T00:30:17.545020Z,0,,,0,,,,
unsolvedmath-kou-21.32,Kourovka Notebook Problem 21.32,UnsolvedMath,group_theory,backlog,-366.0,G0,parked,b8a29d66faedc3a6404c997d41b6443ea7b28ee9e0ca521a7bbc47f0410f0b83,"{""baseline_claim_kind"":""existence_claim"",""baseline_outcome"":null,""baseline_status"":""not_finitely_refutable"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""366745efbde311713f668d057c9d12c9862c87853e83cfe13a677a7f3c8e2c1c"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.32"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.32""}",2026-07-27T00:30:17.552882Z,2026-07-27T00:54:45.650114Z,2026-07-27T00:30:17.552882Z,0,,,0,,,,
unsolvedmath-kou-21.33,Kourovka Notebook Problem 21.33,UnsolvedMath,group_theory,backlog,-367.0,G0,parked,dfa5a3627056f64558dbf9ed61b0f5d44b3e6fd273b9e486a50f1cff3f49cbc0,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""c73467aee13af5916c82d0de9e518ce54a147dd1dc44ae1beb3ae314daf1058e"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.33"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.33""}",2026-07-27T00:30:17.560812Z,2026-07-27T00:54:45.660872Z,2026-07-27T00:30:17.560812Z,0,,,0,,,,
unsolvedmath-kou-21.34,Kourovka Notebook Problem 21.34,UnsolvedMath,group_theory,backlog,-368.0,G0,parked,cffb35731d42beecaaf1f5c69358fd6faf6bde29b8f98d764a9df18f88c24c33,"{""baseline_claim_kind"":""mixed_quantifiers"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""f678f30912efd4647f4d5f414b00c4438f0bcbaacba4794e5e713ace0544bf7a"",""difficulty_level"":3,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.34"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.34""}",2026-07-27T00:30:17.568897Z,2026-07-27T00:54:45.671632Z,2026-07-27T00:30:17.568897Z,0,,,0,,,,
unsolvedmath-kou-21.35,Kourovka Notebook Problem 21.35,UnsolvedMath,group_theory,backlog,-369.0,G0,parked,0c93b000356c160b4acc980e4db7bce2d97bbb82e4e9ef7ec29ceb56d286d816,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""093c6e35d5e44ab7ffa7c20b7f98f79e57a74772b499f1d2ce6ce0afedbf478d"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.35"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.35""}",2026-07-27T00:30:17.576889Z,2026-07-27T00:54:45.682236Z,2026-07-27T00:30:17.576889Z,0,,,0,,,,
unsolvedmath-kou-21.36,Kourovka Notebook Problem 21.36,UnsolvedMath,group_theory,backlog,-370.0,G0,parked,cf74ff97883f3e23de81792137c4e0778305d296c339566183eb5028b2f948c1,"{""baseline_claim_kind"":""universal_claim"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""9aa8d6ca5edeffbeb348a842ea008bf42dcc47e7d9a7e67f72c881c3b5695865"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.36"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.36""}",2026-07-27T00:30:17.585117Z,2026-07-27T00:54:45.692902Z,2026-07-27T00:30:17.585117Z,0,,,0,,,,
unsolvedmath-kou-21.37,Kourovka Notebook Problem 21.37,UnsolvedMath,group_theory,backlog,-371.0,G0,parked,19d07a1582ff4fe02d3e9fe959fc5a6e2a2f7950e3d9cb55b3e13a444fb717d6,"{""baseline_claim_kind"":""unclassified_question"",""baseline_outcome"":null,""baseline_status"":""manual_modeling_required"",""batch"":null,""batch_rank"":null,""catalog_record_fingerprint"":""6818e193c2e06438620cd6b17c134b88689f736b09fd71db1a2c8475ccda4794"",""difficulty_level"":2,""search_config_fingerprint"":null,""search_engine_version"":null,""search_generation"":null,""selected"":false,""sets"":[{""name"":""Kourovka Notebook - New Problems, Issue 21"",""set_id"":10}],""source_id"":""KOU-21.37"",""source_url"":""https://www.unsolvedmath.com/problems/KOU-21.37""}",2026-07-27T00:30:17.593506Z,2026-07-27T00:54:45.703557Z,2026-07-27T00:30:17.593506Z,0,,,0,,,,
